STRATUM;ISCEDO;MISCED;FISCED;DURECEC;REPEAT;ESCS;UNDREM;METASUM;HOMEPOS;CULTPOSS;HEDRES;WEALTH;ICTRES;DIRINS;PERFEED;EMOSUPS;TEACHINT;JOYREAD;ATTLNACT;COMPETE;WORKMAST;GFOFAIL;EUDMO;SWBP;RESILIENCE;GCSELFEFF;DISCRIM;BELONG;BEINGBULLIED;CURSUPP;EMOSUPP;JOYREADP;PV1MATH;PV1SCIE
PRT0018;1;5;0;2;0;-1,0989;1,5;,98;-1,1353;-,4377;-,6853;-1,2967;-,6068;-,0429;,3686;-1,1847;,5665;-1,0279;,0281;-1,0214;1,0596;,052;-,9827;,1038;,0018;-,0172;-1,1549;,6818;-,7823;,9387;,739;,8736;552,691;622,976
PRT0018;1;4;2;5;0;-,2768;,45;,59;-1,0052;-,3456;-,6853;-1,0293;-1,1562;-,5338;-,7784;1,0346;-,2934;,5046;,0281;-,2661;-,1015;,052;-,9827;-,5928;-,8109;,2013;-1,1549;-,4415;-,7823;,5236;,739;99;513,129;567,766
PRT0018;1;6;6;1;0;1,1739;1,5;,21;,5965;,5695;1,1793;-,0465;,6901;,3176;-1,023;1,0346;,1744;,3703;1,0844;,1956;1,8164;-,687;1,243;1,2386;,7877;,6178;-1,1549;2,7249;-,7823;1,1398;,739;-,6539;574,848;593,26
PRT0018;1;1;2;3;0;-1,7286;-,6;-,57;-,6376;,3164;-1,0527;-,6187;-1,1562;1,8202;-,0363;1,0346;,6134;1,7513;1,0844;-2,345;,4221;1,8905;,8126;1,2386;-,1004;1,0757;-1,1549;-,2808;,8233;,3916;,739;-,0419;410,952;376,379
PRT0018;1;6;6;4;0;1,1032;-,94;,21;,4295;,444;1,1793;,0877;,333;1,1049;-,3253;,2169;,6797;1,2316;1,0844;-,6151;-,9834;-,2459;,2621;,3385;,3139;,1786;-1,1549;,3018;-,7823;,7;-,0472;2,2623;503,484;511,178
PRT0018;1;5;5;4;0;-,1927;1,5;,59;-,6122;-,175;,0477;-,944;-,4758;,373;,299;1,0346;,6797;1,2316;1,0844;-2,345;,5693;1,8905;,2621;1,2386;,3858;-,2475;-1,1549;,8085;-,7823;1,7536;,739;2,2623;552,119;629,47
PRT0018;1;3;0;99;0;-,7543;1,5;1,36;-,7575;,1354;-,6853;-1,0574;-1,2275;,1509;-,8111;1,0346;1,1908;-1,0555;1,0844;2,0054;-,1015;,4637;,2621;-,5928;-,4684;-,0013;-1,1549;-,763;,2907;-,9806;-,3733;2,2623;557,551;500,829
PRT0018;1;2;2;1;0;-1,5364;,45;1,36;-,7282;-,2303;-,6853;-,6009;-1,2275;,0836;-,6555;-,6576;-,5905;,5572;1,0844;-,9792;-,1015;-,687;-,6723;-,5928;-,8386;,1904;-,6615;-,3184;-,7823;-,007;,739;,9491;461,346;420,167
PRT0018;1;2;2;3;0;-1,4418;,45;,59;-,6855;,0718;-,4903;-1,0474;-,3629;-,2822;2,0165;-1,5824;1,8245;1,7513;1,0844;,3709;-,1015;1,8905;1,1963;-1,6203;-,1772;,855;,5881;-,1843;-,7823;99;99;99;562,401;537,132
PRT0018;1;1;0;2;0;-1,9822;-1,64;,59;-,754;-,6938;,0477;-,2818;-,6231;1,8202;-,122;-,6576;1,2403;-,1542;1,0844;-,6888;-,7233;-,687;,2621;1,2386;-1,0352;-,2475;-1,1549;,3241;-,7823;-,6715;-,5553;-,4272;563,589;510,244
PRT0018;1;2;1;2;0;-1,2593;,45;-,18;-,7654;-1,084;-,4903;-,2113;-,3918;1,8202;,7743;1,0346;,1744;-,1542;1,0844;,7871;1,8164;-,4678;,147;1,2386;1,6219;1,7242;1,4951;-,3596;,2907;,3319;,0721;-,2243;518,521;537,88
PRT0018;1;6;4;5;0;,4958;1,5;-,18;-,4625;-,0471;-,1357;-,616;-1,0843;,4301;-,6555;1,0346;,3684;,3703;1,0844;1,1811;,9982;-1,4242;,2621;-,5928;-,4455;,1904;-,3887;,9423;-,7823;-,0234;,739;,7098;459,338;537,824
PRT0018;1;6;6;4;0;1,2589;,45;1,36;1,7202;1,8733;1,1793;,6451;,8707;-,328;-,6555;1,0346;-,2934;1,2829;-,6583;-,2661;,9982;-,687;,2621;1,2386;1,5527;1,1677;-1,1549;-,2062;-,7823;-,1014;-,5553;,8279;614,631;574,174
PRT0018;1;6;4;4;0;,8721;-,94;,59;,4268;-,1075;1,1793;,7788;,9144;-,7598;,3993;-,6576;,1744;,638;1,0844;1,2643;,487;-,4342;,2621;,6502;-,0614;,1904;-1,1549;-,3184;,1462;,072;-,5553;2,2623;473,384;452,888
PRT0018;1;3;2;4;0;-1,255;1,5;,98;-,5572;-,3456;,0477;-,8742;-,3918;-,0424;-1,256;-1,0657;-,2934;,4627;1,0844;-,0591;1,1448;,4637;,8126;-,5928;-,5176;-,5805;-1,1549;-,4509;,2907;1,0457;,0721;1,369;497,792;476,313
PRT0018;1;6;6;99;0;,8984;-,25;,21;,2565;-,0168;1,1793;,0537;-,044;1,0055;-,3253;1,0346;,636;,2694;1,0844;,1244;-,1015;-1,8939;1,7411;,1038;-,0614;1,6463;-,6615;,6818;-,7823;,8914;,0721;-,5286;453,03;463,053
PRT0018;1;3;6;3;0;1,2578;,45;1,36;,529;1,8733;1,1793;-,0995;-,3629;-,5072;-,99;-,6576;1,2403;2,6131;1,0844;-,6151;,0273;,176;-,1652;,7301;1,1497;1,465;-1,1549;-,8596;1,1625;1,9457;,739;1,369;576,824;634,488
PRT0018;1;6;6;3;0;,635;1,15;,59;-,6316;-,5466;-,6853;-,2353;-,5742;,0837;-,99;,6364;,3202;1,1194;1,0844;1,2643;,6291;-1,059;-,523;-,5928;-,0614;,5976;-1,1549;-,0401;-,7823;,4746;,0721;,3075;522,378;579,49
PRT0018;1;4;4;5;0;-,2909;-1,29;-1,72;-,451;,444;-,1357;-1,2638;-,5503;,7198;-,3253;1,0346;-,2934;2,6131;1,0844;-,9792;1,8164;1,8905;,2621;-,5928;-,8469;,1587;-1,1549;-,3184;1,4721;,7;-,5553;,4072;534,978;557,459
PRT0018;1;6;0;3;0;,2004; ;,21;,032;,0072;1,1793;-,3895;,2111;1,8202;,299;,2169;1,2662;1,7513;1,0844;1,1811;,5693;-1,2319;,9269;,5012;1,1262;2,3535;-,1731;,9423;-,7823;,8403;,739;2,2623;561,866;619,2
PRT0018;1;2;6;5;0;-,5149;,1;1,36;-,7432;-,6938;,0477;-,5235;-,1536;-,3007;,0728;-,6576;,1744;-,9609;,0042;,1956;-,6545;,052;,2621;1,2386;-,0614;,1904;-,2861;-,3489;-,7823;-1,0855;-,5553;,7098;548,634;506,443
PRT0018;1;1;0;1;0;-,6093;-,6;-,18;1,084;1,8733;1,1793;,5809;,333;1,8202;1,1225;1,0346;1,8245;1,3052;1,0844;2,0054;1,8164;-1,4242;,2621;1,2386;2,3693;2,3535;-1,1549;-,4869;-,7823;-,2467;,739;2,2623;629,644;625,626
PRT0018;1;2;2;3;0;-,9398;,1;,59;,3015;,3001;1,1793;-,2035;-,044;,286;-,3253;1,0346;-,2934;,5572;1,0844;-,2661;-,772;,4637;,2621;1,2386;-,5176;,1904;,0296;1,4685;-,7823;1,5102;,739;1,369;404,414;448,161
PRT0018;1;1;4;1;0;-,1049;,45;,59;,279;1,8733;-,6853;-,2964;-,349;,3183;,0728;1,0346;,1744;,7546;-,6583;-,2661;-1,034;-,4342;-,9827;,5012;,3611;-,3054;,0004;-,1657;,2907;-,0718;,739;,8279;633,936;562,835
PRT0025;3;6;6;5;0;,8985;1,5;1,36;,563;,5695;-,6853;,2261;,1042;-,5794;1,5844;1,0346;,1744;1,7513;1,0844;-,733;,6291;-,687;-,1652;,1869;,3444;,345;,5881;,6818;-,7823;,9249;,739;,7098;565,824;660,951
PRT0025;1;1;6;99;0;,729;-,6;-,18;-,1955;-,3834;1,1793;,0173;-,1536;-,6985;-1,6391;99;1,0307;-,8407;1,0844;,992;,9982;1,8905;-,6723;-,5928;1,5024;,8785;99;,1837;99;,1775;,739;-1,236;497,565;557,253
PRT0025;1;2;2;99;0;,1623;-,94;-,57;1,3541;,7789;1,1793;,8745;,2111;-,419;1,251;-,6576;,1744;-,3875;1,0844;,1956;-,6545;,1097;-1,6371;,1038;,4558;,1764;,8403;-,3184;-,7823;1,4244;,739;,4072;621,536;569,623
PRT0025;1;4;4;5;0;-,3569;1,5;,59;-,3629;-1,084;-,6853;,5146;,3875;,0345;-,1625;-1,5824;,636;,0127;1,0844;-,5707;-1,071;,4637;-,569;-,5928;-1,0884;-,0725;-1,1549;-,5635;,1462;-,4849;-1,7606;-,9295;543,903;578,631
PRT0025;1;6;6;3;0;2,0349;-,25;-1,72;2,8903;1,8733;1,1793;1,7812;2,6563;,4301;-1,6391;1,0346;,1744;-,2704;1,0844;2,0054;1,1448;-1,8939;99;-,5928;-,0614;2,3535;,7462;-,5707;,1462;1,0457;-1,2776;-,884;584,764;532,721
PRT0025;1;4;4;99;0;-,5062;-,6;,59;-,604;-1,084;-,1357;,0804;-,8794;,6525;,9044;1,0346;,6797;-1,3214;,0083;,6314;1,8164;,3335;1,7411;,7301;2,3693;,1695;-,6615;2,7249;-,7823;,776;,739;-,7155;572,071;573,236
PRT0025;1;6;2;3;0;,5434;-,94;-,18;,0195;,1075;1,1793;-,3329;-,3918;1,0067;,3686;1,0346;1,8245;-,1042;1,0844;,1244;,9982;-1,8939;,7845;1,2386;-,0614;,1904;1,7857;,9782;-,7823;99;99;99;496,571;527,395
PRT0025;1;6;6;4;0;1,3276;1,15;,98;,9816;1,8733;1,1793;,2373;,333;-,2087;-,3253;1,0346;,1744;1,5482;-,6583;,1956;-1,071;,4637;-,9827;-1,566;-1,2862;1,22;-1,1549;-,9879;-,7823;1,275;,739;2,2623;744,036;691,677
PRT0025;1;2;2;3;0;-1,1772;-,25;,98;,2034;,5695;-,6853;,2819;-,6068;-,7134;-,6555;,2127;,1744;,1816;-2,5375;,1956;1,1448;,4637;,2621;,3385;-,0614;,1904;-,6615;,9423;-,7823;,784;,0721;,4072;447,121;474,122
PRT0025;1;6;6;3;0;,4148;,8;,21;-,6539;-,5968;-1,0527;-,189;-,8794;,3176;-,6555;1,0346;-,8262;,0127;1,0844;-,4112;-,1015;-,4342;-,9827;-,5928;-,4684;-,6225;,5881;,0348;-,7823;1,1363;,739;,3075;609,218;552,037
PRT0025;1;6;6;5;0;,6418;-,6;,98;-,4936;-,332;,0477;-,5405;-,133;-,8332;,299;1,0346;-,6413;,1984;-1,8042;-,9792;-,6545;-,4342;-,9827;-,5928;2,3693;1,476;-1,1549;,9517;-,7823;,5828;,739;,2063;631,684;626,568
PRT0025;1;6;6;3;0;1,0422;-,6;1,36;,0911;,444;1,1793;-,5689;-,044;,6525;-,3253;1,0346;,1744;,2694;1,0844;-,9792;-,1015;-,2006;,2621;1,2386;,7251;,3807;-1,1549;1,4685;-,7823;99;99;99;475,746;501,6
PRT0025;1;5;5;3;0;,6695;,1;,59;,2839;,2263;,0477;,3446;,3692;,5845;,9397;,5029;,1744;-1,352;1,0844;1,2643;1,8164;,1097;,147;1,2386;-,0614;,0043;,4797;,1791;-,7823;-,8383;,739;-1,2085;518,211;589,41
PRT0025;1;3;1;2;0;-,1923;,8;,59;-1,0712;-1,7773;-,6853;-,5368;-1,4171;-1,8134;,0728;-,6576;-1,2931;,1984;1,0844;,1244;1,1448;-,2006;,2621;-,5928;-,0614;1,465;1,1253;,2159;,8233;,5722;,739;,7098;618,225;665,353
PRT0025;1;6;4;5;0;1,3084;-1,29;,59;,9141;,5695;1,1793;,5436;-,1536;,286;,0728;1,0346;,1744;,1984;1,0844;,2653;,6291;-,4342;,2621;1,2386;-,0614;,1904;-1,1549;,9517;-,7823;,7;,739;,3075;579,531;585,741
PRT0025;1;4;4;99;0;-,516;-,6;,21;-,1455;,2263;1,1793;-,6688;-,1536;,286;-,3253;1,0346;,1744;,2694;1,0844;-,733;-,1015;-,4342;,2621;,1869;-,4684;,0043;-1,1549;-,4509;-,7823;99;99;99;599,8;529,673
PRT0025;1;2;3;3;0;-,5493;-1,64;,98;-,224;,7789;-,1357;-1,0515;-1,274;,5467;-,0363;-,6576;,1744;,2694;-,6583;,1956;-,1015;-,3799;-,9827;-,5928;-,0614;-,3169;-1,1549;-,3184;-,7823;99;99;99;585,389;553,439
PRT0025;1;6;6;3;0;1,3277;-,94;1,36;,8049;-,1643;1,1793;,9815;1,2943;-,3001;-,3253;,3586;-,6079;,5385;-1,4024;2,0054;-,772;,8794;-,2139;,1038;1,1546;1,1951;,6266;2,7249;,2308;1,3171;,0721;1,369;628,945;604,543
PRT0025;1;4;4;2;0;-,6079;1,5;,59;,2456;,444;1,1793;-,2113;-,3918;-,2546;,7743;1,0346;,1744;,0127;1,0844;-,0591;1,8164;-,2006;,2621;1,2386;2,3693;,8914;-,2021;1,4685;,2907;-,3457;,739;-,2902;627,353;630,319
PRT0025;1;6;6;2;0;1,1049;,1;-,18;,5847;,4051;1,1793;,2413;-,1536;,7198;-1,6391;,2169;,1744;1,7513;1,0844;-1,0881;1,1448;,052;1,7411;,6502;1,6219;1,1531;-1,1549;-,3061;-,7823;,7;,739;-,6539;660,893;680,414
PRT0016;1;5;5;0;1;-,8486;-1,64;-,95;-1,3034;,444;-1,3836;-1,68;-2,5634;1,8202;,7743;-,6576;,1744;-,1886;-,6583;-,6888;-,1015;-,4342;,2621;,5012;-,0614;1,7242;-1,1549;,1507;-,7823;,9576;,0721;,7098;331,497;332,974
PRT0016;1;3;2;5;1;-,9268;-,25;-1,72;-1,2302;-1,7773;-1,3525;-,3289;-,8794;,0846;-,3253;1,0346;-,8547;-1,2627;-,6583;,1956;-1,3692;-,687;,2621;-,5928;-,0614;-,9477;,5881;-,4509;,8233;3,3234;,739;,7098;435,739;386,657
PRT0016;1;1;1;3;0;-1,5994;,45;-,57;,3423;,6403;-,1357;-,118;,1042;,3183;,7743;-,6576;,1744;-,2875;,4667;,2653;-1,034;,4637;,2621;-,5928;-,0614;-,1424;-1,1549;-,0845;-,7823;1,0821;,0721;2,2623;548,513;490,946
PRT0016;1;4;2;99;0;,0699;1,5;-,18;,5168;,2263;-,1897;,4911;-,14;-,4616;,7743;,3622;,1744;1,4205;1,0844;2,0054;,1187;,4637;-,9827;-,5928;-,5176;1,5027;,5881;-1,0523;-,7823;1,1363;,739;2,2623;606,209;609,781
PRT0016;1;6;6;3;0;-,3364;,45;,59;-,4615;,3001;-1,0527;-,6802;-,6068;1,1049;,7743;-,6576;,1744;,8628;-,6583;-,2661;-,1015;-,4342;-,3121;1,2386;-,0614;,1904;-1,1549;,0348;-,7823;1,9457;-1,7606;-,2938;627,045;636,481
PRT0016;1;1;1;3;1;-1,9444;-1,64;-,18;-,4729;-1,7773;-,6853;,3331;-,112;1,8202;,1726;1,0346;,1744;,2999;1,0844;-,2661;-,772;-,4342;,8126;1,2386;-,5536;-2,0122;-,6615;,0544;-,7823;1,8061;,739;-,0028;361,341;447,892
PRT0016;1;2;1;3;1;-1,1563;-1,29;-1,72;-,3053;-,5466;-,6853;,3895;-,239;,0846;-,3253;99;,6797;,0127;1,0844;99;99;99;99;99;99;99;99;99;99;,4592;,739;-,2574;446,484;329,318
PRT0016;1;6;6;3;0;1,2339;-,25;-,18;1,2744;,7789;-,1357;1,4086;,135;,6525;,9044;1,0346;1,8245;1,0781;,4667;-,6888;-,1015;-,2006;1,7411;-,5928;-,0614;-,1424;-,6615;-,3184;-,7823;1,9885;,739;,3075;489,481;515,647
PRT0016;1;2;2;4;0;-,912;1,5;-,18;,8301;,3851;1,1793;,3149;,333;,6525;1,458;1,0346;,1744;1,2316;1,0844;-1,2708;1,1448;-,3799;1,7411;1,2386;1,1262;1,7242;-1,1549;2,7249;-,7823;,9249;-,6796;,3075;508,738;595,853
PRT0016;1;4;4;99;0;-,9181;,8;,59;-,4036;,0718;-,6853;-,5172;-1,2275;,8667;-,9181;-,6576;-,6079;-,4556;,4626;,1956;-1,1187;-,4342;,9759;,7301;-,7622;,4741;-1,1549;-,3184;,1462;-,1697;,739;,3685;610,476;573,288
PRT0016;1;4;3;5;0;,2108;,8;,98;1,0903;1,8733;1,1793;,7703;,3692;-,5072;,2682;-1,3914;,1744;1,0781;-,6506;-,6888;-,1015;,4637;-1,0946;-1,3186;-,5176;2,3535;,4797;-,7362;,7703;-,9806;-,5553;-,3263;559,742;559,276
PRT0016;1;2;1;3;0;-1,4517;-,94;,21;-,4452;-,2691;1,1793;-,5097;-,3419;,2329;-,3253;1,0346;,1744;,2694;1,0844;-,2661;-,1015;-,687;,2621;,1869;-,0614;-,5934;-1,1549;,0348;-,7823;-,2187;-,6796;-,9738;474,278;393,635
PRT0016;1;2;1;0;1;-,8127;-1,29;-,95;,6732;1,8733;-,1357;,231;-,349;-1,0988;-,3253;-1,0691;,1744;,3206;-,6583;-,4112;-,1015;,4637;,2621;-,5928;2,3693;-,4742;,5881;-,9879;1,4454;-,1641;,739;-,5589;599,111;483,914
PRT0014;1;6;5;3;0;1,2466;,1;,59;1,1747;1,8733;1,1793;,5436;-,1536;,1339;,3993;1,0346;,1284;2,0787;1,0844;-,6888;1,8164;,9606;,2621;-,5928;-,096;,55;1,0894;,0348;,2907;,3065;,739;1,2659;506,585;559,915
PRT0014;1;1;1;3;0;-1,6769;1,5;-1,72;-,1046;,3851;-,1357;-,5018;-,8794;,006;,2012;1,0346;,1744;,0127;1,0844;-,8014;1,8164;-1,4869;,2621;1,2386;-,4684;-,0116;-1,1549;-,0358;,2907;,0676;,739;-,3263;550,079;484,544
PRT0014;1;2;4;5;0;,0163;,8;,59;-,7588;,0469;1,1793;-1,4845;-1,2176;-,2546;,0728;1,0346;-,2659;2,0787;-2,5375;,1244;1,1448;,4637;,9269;-,5928;1,5527;,0346;,9385;-,9794;1,4093;,4287;,739;,1264;475,4;383,737
PRT0014;1;4;3;4;0;-,9774;-,6;,21;-,4298;-,5466;-,6853;,1545;-,112;-,2546;-,3253;1,0346;-,3689;-,511;1,0844;-,733;-,1015;,4637;,2621;,7301;-,0614;,1904;-1,1549;,0348;-,7823;,313;-1,7606;-1,6423;492,41;428,929
PRT0014;1;3;1;4;0;-,7452;-1,64;-1,34;-,4704;-,5466;,0477;-,2843;-,3118;-,0424;,7743;-1,0657;,1744;,0127;1,0844;,7871;-,1015;,4637;-,9827;,7301;,3444;1,1452;,5881;,6344;-,7823;,2529;-,115;,0327;570,047;546,155
PRT0014;1;6;6;2;0;,6735;-,94;,59;-,1309;,3001;-,6853;-,3981;-,6068;,286;-,3253;,3622;,3345;,2694;-,6583;-1,2263;-1,071;-1,1858;-,3121;1,2386;-,0614;-,8159;,5881;-,445;-,7823;,5153;-1,7606;1,1363;509,128;473,492
PRT0014;1;4;0;3;1;-2,951;-,94;,59;-2,3433;-1,084;-1,0118;-2,4988;-2,865;1,8202;,299;1,0346;,1744;-1,7421;,443;2,0054;1,0596;,4637;,2621;-,5928;-,8109;,1904;,5881;-,2482;-,7823;-1,1385;-1,7606;99;443,188;369,253
PRT0014;1;2;3;4;0;-,8183;1,5;-1,34;-,5221;-,7691;-1,0118;,2901;,135;-,7134;-1,6391;1,0346;-2,2177;-2,7114;99;,4978;-2,7365;-,687;-,6723;-1,566;-1,4832;2,3535;1,3398;-,224;3,8591;,3569;,0721;-,5589;498,43;487,351
PRT0014;1;3;99;3;1;-1,142;-,25;,59;-,9327;-,3456;-,6853;-,6967;-,7308;1,1049;,7743;-,6576;-,2934;-,7215;-1,1507;-,733;-,772;,4637;-,3121;1,2386;-,5536;-1,6221;,5881;1,4685;,8615;,7601;99;-,2938;460,91;403,832
PRT0014;1;4;4;2;0;-,9972;-,6;-1,72;-,7058;-,1312;-1,0118;-,461;-,8794;-,8798;-,3253;-,6576;-,6414;,1298;-1,4024;2,0054;-,1015;-1,8939;-,569;-1,0127;,8496;1,3434;,8403;-,0358;,2907;-,7653;,0721;-,9295;506,086;505,757
PRT0014;1;5;3;3;0;,7357;-,94;-1,72;,7465;1,8733;1,1793;-,0148;-,6231;-,3001;-1,1311;1,0346;-,6079;,5744;1,0844;,411;-,1015;-,2459;1,7411;-,5928;-,0614;-1,5961;1,2902;2,7249;-,7823;1,3171;,739;,3075;573,36;555,149
PRT0014;1;6;5;4;0;1,0154;-,94;-,95;,2218;-,0396;-,6853;,4356;,1042;,3189;-,9181;1,0346;-,6079;1,7513;-,6583;-,9792;,9982;,1097;,8126;-,5928;-,7622;-,6917;,0963;-1,186;,7703;1,3171;,0721;,3075;482,032;477,06
PRT0014;3;2;6;2;0;,1682;-,6;-,57;-,2975;-,0471;-,6853;,1277;-,8794;1,8202;,5121;-,6576;-,4141;-,1042;1,0844;-,6888;-,7233;,4637;,9759;1,2386;-,0485;-,9477;-1,1549;-,3184;-,7823;-,5611;99;-1,2085;403,319;418,257
PRT0014;1;1;1;3;0;-1,6449;-1,64;,21;-,8872;-,7691;-,6853;-,5084;-,8794;-1,0988;-,6555;-,6576;-2,2177;-,4934;-,6583;,1956;-1,071;-,3799;-,9827;1,2386;-,5176;-,5456;,5881;-,2194;,8615;-,6497;,0721;-,0419;552,279;573,808
PRT0014;1;4;99;2;1;-,8815;-,25;-,57;-,3171;,444;-1,0527;-,2207;-1,187;,6532;-1,1311;-,6576;-,6413;,9011;-,6583;-,6888;-,6545;,4637;-,6723;,3385;-1,0583;-1,0776;-,6615;-,5707;,1462;1,2852;,739;,7098;465,156;473,514
PRT0014;1;6;5;3;0;,9317;,8;-,18;-,0066;,7789;-,1357;-,5084;-,8794;-,2546;-1,1311;,6402;-,6079;-,9223;1,0844;-1,1309;1,0596;1,1911;-,267;1,2386;-,1772;-,3436;-,5252;,6246;,2907;,4955;,739;,7098;564,337;511,533
PRT0014;1;4;4;5;0;-,6673;,8;,59;-,2359;,1354;1,1793;-,7081;-,3918;-,5799;-1,6391;1,0346;-1,0615;1,0781;1,0844;-,5707;-,1015;1,1911;-,9827;-,5928;-1,5087;-,3405;,1823;-1,2394;1,0457;1,3564;,739;,7098;506,237;573,971
PRT0014;1;0;6;99;1;-2,0671;-,6;-1,72;,2697;-,3487;,0477;1,1165;3,601;1,8202;2,0165;1,0346;1,8245;,6669;-2,5375;2,0054;1,8164;1,8905;1,7411;1,2386;2,3693;2,3535;1,7356;-,1769;-,7823;1,0262;,739;,5325;325,502;418,402
PRT0014;3; ; ;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;,1127;,739;,8279;371,351;414,376
PRT0014;1;4;2;4;0;-1,0281;-,6;-1,72;-,1976;-,4377;-,6853;,4849;-,0821;-,5066;-,6555;-,6576;-2,2177;-1,9715;-2,5375;-2,345;-2,7365;-1,8939;,2621;1,2386;-,9759;-2,7142;-1,1549;,6818;1,2618;-,2497;,0721;-1,6723;492,219;409,164
PRT0014;1;0;0;2;0;-2,2679; ;-1,72;-,4376;-,6938;-,6853;,4366;-,112;,0296;,7743;-,6576;,1744;,1372;1,0844;-,2661;-,1015;,4637;99;,6502;-,0614;,1904;-,08;-,8273;-,7823;,3751;,0721;-1,3261;424,384;377,95
PRT0014;2;6;6;3;1;,7677;-,94;,59;,18;-,1619;,0477;,5596;1,2243;,5467;,7743;-,6576;,1744;-,1162;1,0844;,1956;-1,034;,4637;,2621;1,2386;-,0614;-,245;-,3896;-,9298;1,1211;,3606;,739;99;281,903;306,066
PRT0014;1;4;4;3;0;,3164;,8;1,36;,0854;-,3834;-,6853;,8578;,1042;-,5794;,0728;1,0346;-,3196;-,2406;-,6583;-1,2263;-,1015;-,3799;,2621;1,2386;-,0614;-,2423;-,1731;,7356;-,7823;,1209;-1,7606;,3075;493,781;499,769
PRT0014;1;1;1;3;1;-1,0637;-,94;,21;,1111;-,3023;-,6853;1,1822;,5447;,286;-1,1311;-,6576;-,6079;,0552;1,0844;-,4631;-,1015;,4637;,2621;-,5928;-,0614;-,792;1,7356;-,5635;-,7823;1,3681;-1,7606;-1,9423;418,59;393,715
PRT0014;1;2;1;3;0;-,6137;,45;,21;,0381;-,2303;-,6853;,6288;,7693;,0351;,7743;-1,1847;-,6079;2,6131;1,0844;-,9792;,9982;1,8905;,2621;-1,3186;-,8273;-,3317;-,1731;-,3184;,2907;-,5956;,739;-,9295;571,871;544,96
PRT0014;3;1;2;3;0;-1,5917;,45;1,36;-,3419;-,5466;-,6853;,3675;,3875;,286;-1,1311;1,0346;,1744;,1499;1,0844;,1956;-,1015;-,4342;,2621;-,5928;1,0615;-,2148;-1,1549;,0348;-,7823;,5783;,0721;-1,2524;495,149;415,284
PRT0014;1;3;1;3;0;-,469;,45;,59;-,2878;-,1075;-,6853;,017;-,112;-1,0493;,5121;1,0346;-,6079;-1,1538;1,0844;-,2661;-,772;,1097;-,9827;-,5928;-,0614;-,6225;-1,1549;-,3184;-,7823;-,0561;,739;-,0028;567,494;527,602
PRT0014;1;6;6;99;0;1,2673;-1,64;1,36;1,0837;,5695;-,1357;,9558;,7322;,5467;-,6555;1,0346;-,2934;,3703;1,0844;-,733;-,772;-1,8939;1,7411;,7301;,4392;,7238;-1,1549;,1634;-,7823;,7;,739;,7098;581,11;533,549
PRT0008;3;1;1;4;0;-2,0811;1,15;-,18;-,41;-,6938;,0477;,0831;-,1255;,7198;,7743;1,0346;,6797;,11;,443;,1244;,5693;-1,8939;,2621;1,2386;,4552;-,3054;,1957;,3241;-,7823;,0303;,739;-,7155;541,881;482,093
PRT0008;1;0;2;99;1;-1,5044;,45;,21;-1,9378;-,0471;-1,6291;-2,2694;-1,9827;-,6257;-,3253;-,6576;-1,2654;1,3468;1,0844;-1,7664;-,1015;-,729;,8126;-,5928;,4398;-1,6715;,0135;-,5665;1,1625;-,7754;,0721;-1,4402;508,434;517,94
PRT0008;3;2;2;4;0;-1,1906;,45;-,57;-,1217;-1,084;-,1357;,6977;,5447;1,8202;-1,1311;1,0346;,1744;,0127;1,0844;-1,2263;,1187;-,687;-2,1464;-,5928;-,0614;-,2302;-,6615;-,6659;,7703;,8995;,739;-,1349;471,862;466,638
PRT0008;1;2;2;99;0;-1,8272;-,6;,98;-1,1897;,074;-,6853;-2,0726;-,8499;,0345;,3686;-,6576;,1744;-,1075;,0083;-1,3898;-,7233;-,4342;,2621;,6502;-1,0277;-1,4447;,4415;-,4415;1,1211;-,2371;,0721;-,9733;344,41;341,272
PRT0008;3;1;2;99;0;-1,1861;,1;,98;-,1111;,3851;-1,0118;-,0293;-,349;-,2081;,3993;1,0346;-1,0615;-1,4526;,0281;,3709;-,1015;-,13;1,7411;-,5928;-,0328;,1904;,5881;-,6693;-,7823;99;99;99;554,18;560,909
PRT0008;1;1;0;2;0;-1,5602;1,15;,59;-,1233;,0422;-,6853;,2085;-,8794;1,1049;1,1225;-,6576;,1744;-,2406;-,6583;-,2661;-,1015;-,687;,2621;,1038;,4558;,8681;,5881;,9683;-,7823;99;99;99;520,009;562,345
PRT0008;3;4;4;99;0;-,6478;,8;,98;-1,0209;-1,084;-,6853;-,8028;-,349;1,0067;,7743;-,6576;-,6079;2,6131;-,6583;-,9792;-,1015;1,8905;-,9827;,1038;-1,0884;-1,4998;-1,1549;-1,186;,8233;,9726;,0721;,0327;489,619;504,17
PRT0008;3;0;0;99;0;-2,5801;-,25;,21;-,6644;,0119;-,6853;-,7554;-1,2275;,5845;,5121;,5029;,1744;1,0781;,0083;-,733;-,1015;,4637;,2621;-,5928;,4152;-,9111;-1,1549;-,3184;99;,4071;,739;-,9295;433,739;489,283
PRT0008;1;3;3;3;0;,2529;-,94;,21;,0557;,444;-,6853;-,1103;-,349;-,1809;-,8111;1,0346;,1744;1,3468;-,6583;-,2047;-1,071;,4637;-,6723;1,2386;-,0614;-,4919;-,4235;,6738;-,7823;,784;-,5553;,7098;505,939;531,295
